FSNETINC,FSNELDER,CERTHHSZ,SHELDED,LIQRESOR,REALPROP,FSDIS,TPOV,FSWAGES,RAWERND,FSERNDE2,FSTANF,FSASSET,RAWNET,FSTOTDED,FSSSI,FSGA,FSUNEARN,FSEARN,FSERNDED,FSGRINC,FSSLTDED,FSTOTDE2,FSNONCIT,WRK_POOR,FSUSIZE,FSSTDDE2,TANF_IND,HWGT,FSSLTDE2,CAT_ELIG,VEHICLEA,FSVEHAST
749.0,0.0,2.0,163.0,0.0,0.0,0.0,111.0,870.0,174.0,261.0,0.0,0.0,749.0,471.0,0.0,0.0,350.0,870.0,174.0,1220.0,163.0,471.0,0.0,1.0,2.0,201.0,0.0,806.8688323324009,163.0,0.0,1.0,0.0
0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,719.5654138290897,0.0,0.0,1.0,0.0
0.0,0.0,4.0,160.0,0.0,0.0,0.0,10.0,172.0,34.0,0.0,0.0,0.0,0.0,333.0,0.0,0.0,0.0,172.0,34.0,172.0,160.0,172.0,0.0,1.0,4.0,47.0,0.0,682.9697076141406,0.0,0.0,1.0,0.0
609.0,0.0,5.0,417.0,0.0,0.0,0.0,76.0,1484.0,297.0,296.0,0.0,0.0,608.0,875.0,0.0,0.0,0.0,1484.0,296.0,1484.0,417.0,875.0,0.0,1.0,5.0,162.0,0.0,687.9585690255661,417.0,0.0,1.0,0.0
0.0,0.0,5.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,362.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,5.0,0.0,0.0,649.1321617089944,0.0,0.0,1.0,0.0
0.0,0.0,2.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,0.0,0.0,129.0,0.0,0.0,129.0,232.0,129.0,0.0,0.0,2.0,0.0,0.0,759.131446299674,0.0,0.0,1.0,0.0
567.0,0.0,1.0,0.0,0.0,0.0,0.0,86.0,0.0,0.0,0.0,0.0,0.0,567.0,134.0,0.0,0.0,701.0,0.0,0.0,701.0,0.0,134.0,0.0,0.0,1.0,134.0,0.0,830.5224026201488,0.0,0.0,1.0,0.0
360.0,0.0,3.0,268.0,389.0,0.0,0.0,69.0,952.0,190.0,285.0,0.0,389.0,360.0,592.0,0.0,0.0,0.0,952.0,190.0,952.0,268.0,592.0,0.0,1.0,3.0,201.0,0.0,742.4793590902829,268.0,0.0,1.0,0.0
254.0,0.0,1.0,236.0,0.0,0.0,1.0,76.0,0.0,0.0,0.0,0.0,0.0,254.0,369.0,623.0,0.0,623.0,0.0,0.0,623.0,235.0,369.0,0.0,0.0,1.0,201.0,0.0,815.882937539699,235.0,1.0,1.0,0.0
190.0,0.0,1.0,91.0,0.0,0.0,1.0,51.0,0.0,0.0,0.0,0.0,0.0,190.0,225.0,415.0,0.0,415.0,0.0,0.0,415.0,91.0,225.0,0.0,0.0,1.0,201.0,0.0,811.8517806193738,91.0,1.0,1.0,0.0
69.0,0.0,3.0,417.0,0.0,0.0,0.0,56.0,774.0,155.0,154.0,0.0,0.0,68.0,705.0,0.0,0.0,0.0,774.0,154.0,774.0,417.0,705.0,0.0,1.0,3.0,134.0,0.0,724.0209031021637,417.0,0.0,1.0,0.0
1206.0,0.0,3.0,0.0,0.0,0.0,0.0,121.0,1675.0,335.0,335.0,0.0,0.0,1208.0,469.0,0.0,0.0,0.0,1675.0,335.0,1675.0,0.0,469.0,0.0,1.0,3.0,134.0,0.0,796.3695640032055,0.0,0.0,1.0,0.0
449.0,0.0,3.0,93.0,0.0,0.0,0.0,60.0,750.0,150.0,225.0,76.0,0.0,449.0,377.0,0.0,0.0,76.0,750.0,150.0,826.0,93.0,377.0,0.0,1.0,3.0,201.0,1.0,748.2078454248908,93.0,1.0,1.0,0.0
1375.0,0.0,4.0,0.0,0.0,0.0,1.0,91.0,0.0,0.0,0.0,310.0,0.0,1375.0,139.0,649.0,0.0,1514.0,0.0,0.0,1514.0,0.0,139.0,0.0,0.0,4.0,139.0,1.0,770.5943320557037,0.0,1.0,1.0,0.0
489.0,0.0,2.0,0.0,0.0,0.0,1.0,57.0,0.0,0.0,0.0,0.0,0.0,489.0,134.0,623.0,0.0,623.0,0.0,0.0,623.0,0.0,134.0,0.0,0.0,2.0,134.0,0.0,790.3198718661723,0.0,0.0,1.0,0.0
0.0,0.0,3.0,0.0,153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.0,0.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,719.5654138290897,0.0,0.0,1.0,0.0
0.0,0.0,3.0,417.0,0.0,0.0,0.0,43.0,300.0,60.0,49.0,0.0,0.0,0.0,611.0,0.0,0.0,300.0,300.0,60.0,600.0,417.0,600.0,0.0,1.0,3.0,123.0,0.0,719.5654138290897,406.0,0.0,1.0,0.0
984.0,0.0,1.0,0.0,0.0,0.0,1.0,160.0,964.0,193.0,192.0,0.0,0.0,983.0,326.0,346.0,0.0,346.0,964.0,192.0,1310.0,0.0,326.0,0.0,1.0,1.0,134.0,0.0,830.5224026201488,0.0,1.0,1.0,0.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,799.7583094903096,0.0,0.0,1.0,0.0
76.0,1.0,1.0,413.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,76.0,547.0,623.0,0.0,623.0,0.0,0.0,623.0,413.0,547.0,0.0,0.0,1.0,201.0,0.0,804.638131045279,413.0,1.0,1.0,0.0
433.0,0.0,4.0,21.0,0.0,0.0,0.0,49.0,818.0,164.0,183.0,0.0,0.0,432.0,385.0,0.0,0.0,0.0,818.0,163.0,818.0,20.0,385.0,0.0,1.0,4.0,159.0,0.0,710.5513084937032,20.0,0.0,1.0,0.0
258.0,1.0,1.0,251.0,0.0,0.0,0.0,79.0,0.0,0.0,0.0,0.0,0.0,258.0,385.0,77.0,0.0,643.0,0.0,0.0,643.0,251.0,385.0,0.0,0.0,1.0,201.0,0.0,816.0951037420496,251.0,1.0,1.0,0.0
417.0,0.0,5.0,45.0,0.0,0.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,417.0,206.0,623.0,0.0,623.0,0.0,0.0,623.0,44.0,206.0,0.0,0.0,5.0,206.0,0.0,675.6529317672415,44.0,0.0,1.0,0.0
873.0,0.0,4.0,0.0,0.0,0.0,1.0,61.0,0.0,0.0,0.0,389.0,0.0,873.0,139.0,623.0,0.0,1012.0,0.0,0.0,1012.0,0.0,139.0,0.0,0.0,4.0,139.0,1.0,738.5572417946344,0.0,1.0,1.0,0.0
873.0,0.0,4.0,0.0,0.0,0.0,1.0,61.0,0.0,0.0,0.0,389.0,0.0,873.0,139.0,623.0,0.0,1012.0,0.0,0.0,1012.0,0.0,139.0,0.0,0.0,4.0,139.0,1.0,738.5572417946344,0.0,1.0,1.0,0.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,799.7583094903096,0.0,0.0,1.0,0.0
146.0,0.0,1.0,380.0,0.0,0.0,0.0,101.0,823.0,165.0,246.0,0.0,0.0,145.0,677.0,0.0,0.0,0.0,823.0,164.0,823.0,379.0,677.0,0.0,1.0,1.0,201.0,0.0,809.0936204604025,379.0,0.0,1.0,0.0
0.0,0.0,2.0,294.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,310.0,0.0,0.0,428.0,0.0,0.0,310.0,0.0,0.0,310.0,294.0,310.0,0.0,0.0,2.0,83.0,1.0,759.131446299674,176.0,1.0,1.0,0.0
97.0,0.0,1.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,97.0,134.0,0.0,231.0,231.0,0.0,0.0,231.0,0.0,134.0,0.0,0.0,1.0,134.0,0.0,805.9111280919088,0.0,1.0,1.0,0.0
234.0,0.0,1.0,256.0,0.0,0.0,1.0,76.0,0.0,0.0,0.0,0.0,0.0,234.0,389.0,623.0,0.0,623.0,0.0,0.0,623.0,255.0,389.0,0.0,0.0,1.0,201.0,0.0,814.6099405534809,255.0,1.0,1.0,0.0
247.0,0.0,1.0,263.0,0.0,0.0,1.0,79.0,0.0,0.0,0.0,0.0,0.0,247.0,396.0,83.0,0.0,643.0,0.0,0.0,643.0,262.0,396.0,0.0,0.0,1.0,201.0,0.0,815.4586052003957,262.0,1.0,1.0,0.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,799.7583094903096,0.0,0.0,1.0,0.0
1598.0,0.0,4.0,0.0,4.0,0.0,0.0,122.0,1488.0,298.0,297.0,0.0,4.0,1597.0,436.0,0.0,0.0,546.0,1488.0,297.0,2034.0,0.0,436.0,0.0,1.0,4.0,139.0,0.0,784.5972987395023,0.0,0.0,1.0,0.0
202.0,1.0,1.0,288.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,202.0,421.0,623.0,0.0,623.0,0.0,0.0,623.0,287.0,421.0,0.0,0.0,1.0,201.0,0.0,812.7004452820618,287.0,1.0,1.0,0.0
151.0,0.0,3.0,105.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,389.0,0.0,151.0,238.0,0.0,0.0,389.0,0.0,0.0,389.0,104.0,238.0,0.0,0.0,3.0,201.0,1.0,729.1128909343571,104.0,1.0,1.0,0.0
662.0,0.0,4.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,662.0,139.0,0.0,0.0,801.0,0.0,0.0,801.0,0.0,139.0,0.0,0.0,4.0,139.0,0.0,725.1907736541419,0.0,0.0,1.0,0.0
0.0,0.0,1.0,417.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,551.0,0.0,0.0,0.0,0.0,0.0,0.0,417.0,0.0,0.0,0.0,1.0,0.0,0.0,799.7583094903096,0.0,0.0,1.0,0.0
95.0,0.0,4.0,235.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,469.0,0.0,95.0,374.0,0.0,0.0,469.0,0.0,0.0,469.0,235.0,374.0,0.0,0.0,4.0,209.0,1.0,689.122526209497,235.0,1.0,1.0,0.0
0.0,1.0,1.0,680.0,0.0,0.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,814.0,0.0,0.0,800.0,0.0,0.0,800.0,680.0,800.0,0.0,0.0,1.0,187.0,0.0,799.7583094903096,666.0,0.0,1.0,0.0
66.0,0.0,1.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,66.0,134.0,0.0,0.0,200.0,0.0,0.0,200.0,0.0,134.0,0.0,0.0,1.0,134.0,0.0,804.0016325872674,0.0,0.0,1.0,0.0
218.0,0.0,4.0,417.0,0.0,0.0,0.0,58.0,967.0,193.0,193.0,0.0,0.0,218.0,749.0,0.0,0.0,0.0,967.0,193.0,967.0,417.0,749.0,0.0,1.0,4.0,139.0,0.0,696.7605079667372,417.0,0.0,1.0,0.0
376.0,1.0,1.0,118.0,0.0,0.0,0.0,79.0,0.0,0.0,0.0,0.0,0.0,376.0,267.0,347.0,0.0,643.0,0.0,0.0,643.0,118.0,267.0,0.0,0.0,1.0,201.0,0.0,823.7330854532186,118.0,1.0,1.0,0.0
0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,759.131446299674,0.0,0.0,1.0,0.0
397.0,0.0,2.0,309.0,7.0,0.0,0.0,98.0,1080.0,216.0,324.0,0.0,7.0,397.0,683.0,0.0,0.0,0.0,1080.0,216.0,1080.0,309.0,683.0,0.0,1.0,2.0,201.0,0.0,784.3792192215868,309.0,0.0,1.0,0.0
0.0,0.0,4.0,417.0,315.0,0.0,0.0,31.0,510.0,102.0,0.0,0.0,315.0,0.0,658.0,0.0,0.0,0.0,510.0,102.0,510.0,417.0,510.0,0.0,1.0,4.0,0.0,0.0,682.9697076141406,269.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,799.7583094903096,0.0,0.0,1.0,0.0
0.0,0.0,2.0,232.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,232.0,0.0,0.0,0.0,2.0,0.0,0.0,759.131446299674,0.0,0.0,1.0,0.0
855.0,1.0,1.0,37.0,2330.0,0.0,0.0,125.0,0.0,0.0,0.0,0.0,2330.0,855.0,170.0,0.0,0.0,1025.0,0.0,0.0,1025.0,36.0,170.0,0.0,0.0,1.0,170.0,0.0,830.5224026201488,36.0,1.0,1.0,0.0
1064.0,0.0,3.0,84.0,0.0,0.0,0.0,107.0,1023.0,205.0,287.0,0.0,0.0,1063.0,421.0,0.0,0.0,462.0,1023.0,204.0,1485.0,83.0,421.0,0.0,1.0,3.0,201.0,0.0,787.2464190496024,83.0,0.0,1.0,0.0
598.0,0.0,3.0,122.0,0.0,0.0,1.0,62.0,0.0,0.0,0.0,231.0,0.0,598.0,256.0,623.0,0.0,854.0,0.0,0.0,854.0,122.0,256.0,0.0,0.0,3.0,201.0,1.0,757.5431565462878,122.0,0.0,1.0,0.0
489.0,2.0,2.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,489.0,134.0,623.0,0.0,623.0,0.0,0.0,623.0,0.0,134.0,0.0,0.0,2.0,134.0,0.0,790.3198718661723,0.0,0.0,1.0,0.0
0.0,1.0,1.0,415.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,548.0,0.0,0.0,205.0,0.0,0.0,205.0,414.0,205.0,0.0,0.0,1.0,0.0,0.0,799.7583094903096,71.0,0.0,1.0,0.0
310.0,0.0,3.0,314.0,0.0,0.0,0.0,68.0,946.0,189.0,283.0,0.0,0.0,309.0,636.0,0.0,0.0,0.0,946.0,189.0,946.0,313.0,636.0,0.0,1.0,3.0,201.0,0.0,739.2968668185704,313.0,0.0,1.0,0.0
1050.0,0.0,5.0,0.0,25.0,1500.0,1.0,62.0,0.0,0.0,0.0,0.0,1525.0,1050.0,162.0,0.0,0.0,1212.0,0.0,0.0,1212.0,0.0,162.0,0.0,0.0,5.0,162.0,0.0,715.9645022489558,0.0,1.0,1.0,0.0
1207.0,0.0,7.0,0.0,0.0,0.0,0.0,69.0,1741.0,348.0,348.0,0.0,0.0,1207.0,534.0,0.0,0.0,0.0,1741.0,348.0,1741.0,0.0,534.0,0.0,1.0,7.0,186.0,0.0,656.7760565434262,0.0,0.0,1.0,0.0
0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,719.5654138290897,0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,799.7583094903096,0.0,0.0,1.0,0.0
0.0,0.0,3.0,354.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,389.0,0.0,0.0,488.0,0.0,0.0,389.0,0.0,0.0,389.0,354.0,389.0,0.0,0.0,3.0,102.0,1.0,719.5654138290897,255.0,1.0,1.0,0.0
668.0,0.0,3.0,131.0,0.0,0.0,1.0,67.0,0.0,0.0,0.0,310.0,0.0,667.0,265.0,623.0,0.0,933.0,0.0,0.0,933.0,131.0,265.0,0.0,0.0,3.0,201.0,1.0,761.998645937281,131.0,1.0,1.0,0.0
0.0,0.0,1.0,199.0,0.0,0.0,0.0,31.0,0.0,50.0,0.0,0.0,0.0,0.0,383.0,0.0,0.0,0.0,250.0,50.0,250.0,199.0,250.0,0.0,1.0,1.0,68.0,0.0,799.7583094903096,66.0,0.0,1.0,0.0
182.0,1.0,1.0,328.0,0.0,0.0,0.0,79.0,0.0,0.0,0.0,0.0,0.0,182.0,461.0,79.0,0.0,643.0,0.0,0.0,643.0,327.0,461.0,0.0,0.0,1.0,201.0,0.0,811.4274481883481,327.0,1.0,1.0,0.0
774.0,0.0,7.0,0.0,6.0,0.0,0.0,48.0,654.0,240.0,239.0,0.0,6.0,773.0,425.0,0.0,0.0,0.0,1199.0,239.0,1199.0,0.0,425.0,0.0,1.0,7.0,186.0,0.0,629.1944558241742,0.0,0.0,1.0,0.0
0.0,0.0,3.0,176.0,0.0,0.0,0.0,22.0,307.0,61.0,28.0,0.0,0.0,0.0,371.0,0.0,0.0,0.0,307.0,61.0,307.0,176.0,307.0,0.0,1.0,3.0,137.0,0.0,719.5654138290897,112.0,0.0,1.0,0.0
518.0,0.0,4.0,40.0,0.0,0.0,0.0,52.0,869.0,174.0,212.0,0.0,0.0,516.0,351.0,0.0,0.0,0.0,869.0,173.0,869.0,39.0,351.0,0.0,1.0,4.0,178.0,0.0,715.8554625387807,39.0,0.0,1.0,0.0
24.0,0.0,6.0,417.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,627.0,0.0,24.0,603.0,0.0,0.0,627.0,0.0,0.0,627.0,417.0,603.0,0.0,0.0,6.0,186.0,1.0,611.2634584989729,417.0,1.0,1.0,0.0
0.0,1.0,2.0,302.0,64.0,0.0,0.0,45.0,492.0,98.0,105.0,0.0,64.0,0.0,534.0,0.0,0.0,0.0,492.0,98.0,492.0,302.0,492.0,1.0,1.0,2.0,159.0,0.0,759.131446299674,260.0,0.0,1.0,0.0
1039.0,0.0,5.0,158.0,0.0,0.0,0.0,85.0,1505.0,301.0,451.0,0.0,0.0,1038.0,621.0,0.0,0.0,155.0,1505.0,301.0,1660.0,158.0,621.0,0.0,1.0,5.0,243.0,0.0,715.328003847898,158.0,0.0,1.0,0.0
52.0,0.0,1.0,438.0,0.0,0.0,1.0,76.0,0.0,0.0,0.0,0.0,0.0,52.0,571.0,623.0,0.0,623.0,0.0,0.0,623.0,437.0,571.0,0.0,0.0,1.0,201.0,0.0,803.1529680531781,437.0,1.0,1.0,0.0
0.0,0.0,1.0,0.0,527.0,0.0,0.0,23.0,71.0,14.0,0.0,0.0,527.0,0.0,358.0,0.0,0.0,120.0,71.0,14.0,191.0,210.0,191.0,0.0,1.0,1.0,34.0,0.0,799.7583094903096,43.0,0.0,1.0,0.0
793.0,0.0,1.0,19.0,0.0,0.0,1.0,116.0,0.0,0.0,0.0,0.0,0.0,793.0,153.0,0.0,0.0,946.0,0.0,0.0,946.0,19.0,153.0,0.0,0.0,1.0,153.0,0.0,830.5224026201488,19.0,0.0,1.0,0.0
177.0,0.0,3.0,129.0,0.0,0.0,0.0,40.0,0.0,110.0,165.0,0.0,0.0,177.0,373.0,0.0,0.0,0.0,550.0,110.0,550.0,129.0,373.0,0.0,1.0,3.0,201.0,0.0,730.8102202472378,129.0,0.0,1.0,0.0
0.0,0.0,3.0,727.0,0.0,0.0,1.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,861.0,69.0,0.0,643.0,0.0,0.0,643.0,727.0,643.0,0.0,0.0,3.0,0.0,0.0,719.5654138290897,509.0,0.0,1.0,0.0
164.0,0.0,2.0,12.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,310.0,0.0,164.0,146.0,0.0,0.0,310.0,0.0,0.0,310.0,12.0,146.0,0.0,0.0,2.0,146.0,1.0,769.5275881511167,12.0,1.0,1.0,0.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,799.7583094903096,0.0,0.0,1.0,0.0
0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,609.7782954153703,0.0,0.0,1.0,0.0
282.0,0.0,1.0,228.0,0.0,0.0,1.0,79.0,0.0,0.0,0.0,0.0,0.0,282.0,361.0,116.0,0.0,643.0,0.0,0.0,643.0,227.0,361.0,0.0,0.0,1.0,201.0,0.0,817.7924329961397,227.0,1.0,1.0,0.0
378.0,0.0,3.0,60.0,0.0,0.0,0.0,52.0,714.0,143.0,202.0,0.0,0.0,377.0,336.0,0.0,0.0,0.0,714.0,142.0,714.0,60.0,336.0,0.0,1.0,3.0,194.0,0.0,743.5401899507434,60.0,0.0,1.0,0.0
0.0,0.0,4.0,417.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,469.0,0.0,0.0,556.0,0.0,0.0,469.0,0.0,0.0,469.0,417.0,469.0,0.0,0.0,4.0,94.0,1.0,682.9697076141406,330.0,1.0,1.0,0.0
58.0,0.0,2.0,417.0,10.0,0.0,0.0,89.0,980.0,196.0,196.0,0.0,10.0,58.0,922.0,0.0,0.0,0.0,980.0,196.0,980.0,417.0,922.0,0.0,1.0,2.0,134.0,0.0,762.738270948956,417.0,0.0,1.0,0.0
702.0,0.0,5.0,0.0,0.0,0.0,0.0,71.0,1380.0,276.0,276.0,0.0,0.0,702.0,678.0,0.0,0.0,0.0,1380.0,276.0,1380.0,0.0,678.0,0.0,1.0,5.0,162.0,0.0,693.8992214679056,0.0,0.0,1.0,0.0
0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,45.0,9.0,0.0,0.0,0.0,0.0,143.0,0.0,0.0,0.0,45.0,9.0,45.0,0.0,45.0,0.0,1.0,2.0,36.0,0.0,759.131446299674,0.0,0.0,1.0,0.0
1505.0,0.0,8.0,0.0,0.0,0.0,0.0,75.0,2113.0,423.0,422.0,0.0,0.0,1504.0,608.0,0.0,0.0,0.0,2113.0,422.0,2113.0,0.0,608.0,0.0,1.0,8.0,186.0,0.0,638.0023080742245,0.0,0.0,1.0,0.0
528.0,1.0,1.0,0.0,0.0,0.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0,528.0,134.0,0.0,0.0,662.0,0.0,0.0,662.0,0.0,134.0,0.0,0.0,1.0,134.0,0.0,830.5224026201488,0.0,0.0,1.0,0.0
820.0,2.0,2.0,0.0,0.0,0.0,0.0,87.0,0.0,0.0,0.0,0.0,0.0,820.0,134.0,54.0,0.0,954.0,0.0,0.0,954.0,0.0,134.0,0.0,0.0,2.0,134.0,0.0,811.3243218395718,0.0,1.0,1.0,0.0
0.0,0.0,1.0,417.0,0.0,0.0,1.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,642.0,0.0,220.0,231.0,0.0,0.0,231.0,508.0,231.0,0.0,0.0,1.0,0.0,0.0,799.7583094903096,97.0,1.0,1.0,0.0
0.0,0.0,1.0,412.0,0.0,0.0,0.0,68.0,556.0,111.0,66.0,0.0,0.0,0.0,656.0,0.0,0.0,0.0,556.0,111.0,556.0,411.0,556.0,0.0,1.0,1.0,101.0,0.0,799.7583094903096,311.0,0.0,1.0,0.0
1352.0,0.0,3.0,0.0,465.0,0.0,0.0,129.0,1523.0,305.0,304.0,267.0,465.0,1351.0,438.0,0.0,0.0,267.0,1523.0,304.0,1790.0,0.0,438.0,0.0,1.0,3.0,134.0,1.0,805.704875152727,0.0,0.0,1.0,0.0
819.0,0.0,3.0,0.0,561.0,0.0,1.0,69.0,0.0,0.0,0.0,310.0,561.0,819.0,134.0,349.0,0.0,953.0,0.0,0.0,953.0,0.0,134.0,0.0,0.0,3.0,134.0,1.0,771.7582892339061,0.0,1.0,1.0,0.0
0.0,0.0,1.0,252.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,385.0,0.0,231.0,231.0,0.0,0.0,231.0,251.0,231.0,0.0,0.0,1.0,47.0,0.0,799.7583094903096,97.0,1.0,1.0,0.0
484.0,0.0,1.0,6.0,0.0,0.0,1.0,76.0,0.0,0.0,0.0,0.0,0.0,484.0,139.0,623.0,0.0,623.0,0.0,0.0,623.0,5.0,139.0,0.0,0.0,1.0,139.0,0.0,1017.2348799617316,5.0,1.0,1.0,0.0
374.0,0.0,1.0,136.0,0.0,0.0,1.0,79.0,0.0,0.0,0.0,0.0,0.0,374.0,269.0,400.0,0.0,643.0,0.0,0.0,643.0,135.0,269.0,0.0,0.0,1.0,201.0,0.0,1006.40039968895,135.0,1.0,1.0,0.0
0.0,0.0,2.0,417.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,551.0,0.0,0.0,0.0,0.0,0.0,0.0,417.0,0.0,0.0,0.0,2.0,0.0,0.0,969.5170176331902,0.0,0.0,1.0,0.0
371.0,0.0,1.0,165.0,0.0,0.0,0.0,102.0,836.0,167.0,250.0,0.0,0.0,370.0,465.0,0.0,0.0,0.0,836.0,167.0,836.0,164.0,465.0,0.0,1.0,1.0,201.0,0.0,1006.0720821049264,164.0,0.0,1.0,0.0
95.0,0.0,2.0,223.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,95.0,357.0,0.0,0.0,452.0,0.0,0.0,452.0,223.0,357.0,0.0,0.0,2.0,201.0,0.0,979.0382275698772,223.0,0.0,1.0,0.0
44.0,0.0,3.0,536.0,0.0,0.0,1.0,52.0,0.0,0.0,0.0,0.0,0.0,45.0,671.0,26.0,0.0,715.0,0.0,0.0,715.0,537.0,671.0,0.0,0.0,3.0,201.0,0.0,975.3149215005096,537.0,0.0,1.0,0.0
1175.0,0.0,4.0,47.0,0.0,0.0,0.0,109.0,1823.0,365.0,410.0,0.0,0.0,1174.0,648.0,0.0,0.0,0.0,1823.0,364.0,1823.0,46.0,648.0,0.0,1.0,4.0,185.0,0.0,1093.0691215199058,46.0,0.0,1.0,0.0
775.0,0.0,3.0,0.0,0.0,0.0,0.0,78.0,0.0,165.0,165.0,246.0,0.0,774.0,299.0,0.0,0.0,246.0,828.0,165.0,1074.0,0.0,299.0,0.0,1.0,3.0,134.0,1.0,1047.5447899857204,0.0,1.0,1.0,0.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,38.0,8.0,0.0,0.0,0.0,0.0,414.0,0.0,0.0,0.0,38.0,7.0,38.0,273.0,38.0,0.0,1.0,1.0,0.0,0.0,969.6288302782972,0.0,0.0,1.0,0.0
522.0,0.0,4.0,0.0,0.0,0.0,0.0,50.0,826.0,165.0,165.0,0.0,0.0,521.0,304.0,0.0,0.0,0.0,826.0,165.0,826.0,0.0,304.0,0.0,1.0,4.0,139.0,0.0,1028.7188750512632,0.0,0.0,1.0,0.0
731.0,0.0,3.0,111.0,0.0,0.0,0.0,88.0,1219.0,244.0,354.0,0.0,0.0,730.0,488.0,0.0,0.0,0.0,1219.0,243.0,1219.0,111.0,488.0,1.0,1.0,3.0,201.0,0.0,1042.948343809389,111.0,0.0,1.0,0.0
